0.003969309,0.003974186,0.003980688,0.003987597,0.003994912,0.004001821,0.004007917,0.004012794,0.004016858,0.004019702,0.004021734,0.004022954,0.00402336
0.004284922,0.004289306,0.004295005,0.004301581,0.004309034,0.004316486,0.004323062,0.004328323,0.004333146,0.004336214,0.004338406,0.004339722,0.00434016
0.004606815,0.004610111,0.00461482,0.004621413,0.004628476,0.004636011,0.004642603,0.004648725,0.004653905,0.004657672,0.004660026,0.004661439,0.00466191
0.004943681,0.004945194,0.004948723,0.004953765,0.00496032,0.004966874,0.004973429,0.004978975,0.004984017,0.004987546,0.004990067,0.004991076,0.00499158
0.005292472,0.005291934,0.005294087,0.005297856,0.005302702,0.005308086,0.00531347,0.005318854,0.005323161,0.005326391,0.005328545,0.005329622,0.00533016
0.005651843,0.005648975,0.005648975,0.005651269,0.00565471,0.005658725,0.005663313,0.005667901,0.005671342,0.005674209,0.005676503,0.00567765,0.00567765
0.006025202,0.006019713,0.006017273,0.006017273,0.006019103,0.006022153,0.006025812,0.006029471,0.006032521,0.006034961,0.00603679,0.00603801,0.00603801
0.006411277,0.006404799,0.006399616,0.006397025,0.006397673,0.006399616,0.006402207,0.006404799,0.006408038,0.006410629,0.006411924,0.00641322,0.00641322
0.006814419,0.006806855,0.006800665,0.006796539,0.006794476,0.006795851,0.006797227,0.006799978,0.006802728,0.006805479,0.006806855,0.00680823,0.00680823
0.007243638,0.007234872,0.007228298,0.007223184,0.007219532,0.007218801,0.007220262,0.007223184,0.007225376,0.007228298,0.007230489,0.00723122,0.00723195
0.007707278,0.007697953,0.007690959,0.007685519,0.007681634,0.007680079,0.007680079,0.007683188,0.007685519,0.007688627,0.007690959,0.007692513,0.00769329
0.008216071,0.008206959,0.008198675,0.008192876,0.008188734,0.008187077,0.008187077,0.008188734,0.008192048,0.008195361,0.008198675,0.008200332,0.00820116
0.008779626,0.008770772,0.008762804,0.008756606,0.008752179,0.008750408,0.008750408,0.008751294,0.008754835,0.008758377,0.008761918,0.008764575,0.00876546
0.009407521,0.009401826,0.009394232,0.009387588,0.009382842,0.009380944,0.009380944,0.009381893,0.00938474,0.009389486,0.009393283,0.009396131,0.00939708
0.010110994,0.010108952,0.010103847,0.010097722,0.010092617,0.010090576,0.010089555,0.010091597,0.010094659,0.010098743,0.010102826,0.010105889,0.01010691
0.010897364,0.010899566,0.010898465,0.01089406,0.010889654,0.010886351,0.010885249,0.010887452,0.010889654,0.01089406,0.010898465,0.010901769,0.01090287
0.011775391,0.011784924,0.011788499,0.011787307,0.011784924,0.011781349,0.011780158,0.011781349,0.011783732,0.011787307,0.011792074,0.011795648,0.01179684
