0.002731186,0.002729248,0.002728694,0.002729248,0.002730909,0.002733123,0.002735338,0.002737275,0.002738936,0.002740043,0.00274032,0.00274032,0.00274032
0.002872755,0.002869559,0.002867816,0.002867235,0.002867816,0.002869269,0.002871302,0.002873045,0.002874498,0.002875369,0.00287595,0.00287595,0.00287595
0.003028876,0.003024902,0.00302215,0.003020622,0.00302001,0.003020622,0.003021845,0.003023679,0.003024902,0.003025819,0.00302643,0.00302643,0.00302643
0.003200168,0.003195653,0.003192105,0.003189525,0.003188235,0.003187913,0.003188558,0.003189525,0.003190815,0.003191783,0.003192428,0.00319275,0.00319275
0.003389481,0.003384704,0.003380268,0.003376856,0.003374809,0.003373786,0.003374127,0.003374809,0.003375833,0.003376856,0.003377539,0.00337788,0.00337788
0.003599906,0.003595197,0.003590489,0.003586867,0.003583969,0.00358252,0.003582158,0.00358252,0.003583245,0.003584331,0.003585056,0.00358578,0.00358578
0.003834466,0.003830222,0.003825593,0.003821735,0.003818648,0.003816334,0.003815562,0.003815562,0.003816334,0.003817491,0.003818648,0.003819034,0.00381942
0.00409993,0.00409704,0.004093325,0.004089197,0.004086307,0.00408383,0.004082592,0.004082592,0.004083418,0.004084243,0.004085482,0.004086307,0.00408672
0.004400512,0.004399181,0.004396963,0.004393858,0.004390753,0.004388535,0.004387204,0.00438676,0.004387648,0.004388978,0.004390309,0.004391196,0.00439164
0.004743505,0.004743983,0.004743505,0.004741589,0.004739194,0.004737279,0.004736321,0.004735842,0.004736321,0.004737758,0.004739194,0.004740631,0.00474111
0.005132342,0.005135456,0.005136495,0.005136495,0.005135456,0.005134418,0.00513338,0.00513338,0.005133899,0.005135456,0.005137014,0.005138571,0.00513909
0.005571473,0.005577119,0.005581071,0.005582765,0.005583894,0.005583329,0.005583329,0.005583329,0.005584459,0.005585588,0.005587282,0.005588975,0.00558954
0.006064276,0.006071663,0.006077819,0.006082744,0.006085206,0.006086437,0.006087668,0.006088284,0.0060889,0.006090746,0.006091978,0.006093824,0.00609444
0.006612743,0.006622155,0.006630223,0.006636946,0.006642324,0.006645686,0.006647702,0.006649047,0.006650392,0.006651736,0.006653753,0.006655098,0.00665577
0.00722187,0.007232898,0.00724319,0.007252013,0.007259365,0.007265246,0.007268922,0.007271128,0.007272598,0.007274804,0.007276274,0.007277745,0.00727848
0.007896698,0.007909574,0.007921646,0.007932914,0.007941766,0.007949814,0.007955448,0.007958667,0.007961886,0.007963496,0.007965106,0.007966715,0.00796752
0.008647226,0.00866134,0.008675454,0.008688685,0.008700152,0.008709855,0.008716912,0.008722205,0.008726615,0.008729262,0.008731026,0.008731908,0.00873279
0.009481548,0.009497035,0.009512521,0.00952704,0.00954059,0.009552205,0.009561884,0.009568659,0.009574467,0.009577371,0.009580274,0.009581242,0.00958221
0.010409707,0.010425657,0.010442669,0.010459682,0.010474568,0.010488391,0.010500088,0.010509657,0.0105171,0.010521354,0.010524543,0.010525607,0.01052667
0.011441791,0.01145816,0.011476867,0.011494405,0.011511943,0.011528312,0.011542342,0.011554034,0.011562219,0.011568065,0.011572742,0.011573911,0.01157508
0.012588764,0.012605493,0.012624795,0.012645384,0.012664686,0.012682701,0.012699429,0.012712297,0.012722592,0.012730312,0.01273546,0.012738033,0.01273932
0.013862072,0.013879077,0.013898917,0.013920173,0.01394143,0.013962686,0.013981109,0.013996697,0.014009451,0.014017953,0.014025039,0.014027873,0.01402929
0.015275176,0.015292352,0.01531265,0.015334509,0.01535793,0.01537979,0.015400088,0.015418825,0.015432878,0.015445369,0.015451614,0.015456299,0.01545786
0.016839985,0.016857195,0.016877847,0.01690022,0.016924314,0.016948408,0.016970781,0.016991433,0.017008643,0.017022411,0.017031016,0.017036179,0.0170379
0.018576585,0.018593665,0.018614539,0.018637312,0.018661982,0.018686652,0.018711322,0.018734094,0.018753071,0.018768253,0.018779639,0.018785332,0.01878723
0.02050249,0.020521334,0.020542272,0.020565304,0.020590429,0.020617649,0.020642774,0.0206679,0.020688838,0.020705588,0.020718151,0.020726526,0.02072862
0.022641769,0.022662575,0.022685693,0.022711123,0.022736553,0.022764295,0.022792036,0.022817466,0.022842896,0.02286139,0.022875261,0.022884508,0.02288682
